,0,1,2
6330,quest,1,0
6331,borderland,1,0
6332,wanderrook,1,0
6333,gm,1,0
6334,preciou,2,0
6335,mizz,1,0
6336,bleedgreen,1,0
6337,sophia,1,0
6338,chicago,1,0
6339,honeymoon,1,0
6340,da'esh,1,0
6341,co-ord,1,0
6342,fsa,1,0
6343,estat,1,0
6344,when',1,0
6345,dusti,1,0
6346,tunisia,2,0
6347,class',1,0
6348,irrit,1,0
6349,fiverr,1,0
6350,gina,1,0
6351,soproud,1,0
6352,enought,1,0
6353,hole,1,0
6354,melbourneburg,1,0
6355,arianna,1,0
6356,esai,1,0
6357,rotterdam,1,0
6358,jordi,1,0
6359,clasi,1,0
6360,horni,1,0
6361,salon,1,0
6362,bleach,1,0
6363,olaplex,1,0
6364,damag,1,0
6365,teamwork,1,0
6366,zitecofficestori,1,0
6367,다쇼,1,0
6368,colleagu,1,0
6369,eb,1,0
6370,t'would,1,0
6371,tweetup,1,0
6372,detect,1,0
6373,jonathancreek,1,0
6374,dvr,1,0
6375,kat,1,0
6376,rarer,1,0
6377,okkk,1,0
6378,frend,1,0
6379,milt,1,0
6380,mario,1,0
6381,rewatch,1,0
6382,1600,1,0
6383,sige,1,0
6384,punta,1,0
6385,kayo,1,0
6386,nooo,1,0
6387,prompt,1,0
6388,t-mobil,1,0
6389,orang,1,0
6390,ee,1,0
6391,teapot,1,0
6392,hotter,1,0
6393,»,1,0
6394,londoutrad,1,0
6395,kal,1,0
6396,wayward,1,0
6397,pine,1,0
6398,muscl,1,0
6399,ilikeit,1,0
6400,belong,1,0
6401,watford,1,0
6402,enterpris,1,0
6403,cube,1,0
6404,particp,1,0
6405,saudi,1,0
6406,arabia,1,0
6407,recogn,1,0
6408,fanbas,3,0
6409,bailona,3,0
6410,responsibilti,1,0
6411,sunlight,1,0
6412,tiger,1,0
6413,elev,1,0
6414,horror,1,0
6415,bitchesss,1,0
6416,shitti,1,0
6417,squash,1,0
6418,becca,1,0
6419,delta,1,0
6420,nut,1,0
6421,yun,1,0
6422,joe,1,0
6423,dirt,1,0
6424,sharon,1,0
6425,medicin,1,0
6426,ttyl,1,0
6427,gav,1,0
6428,linda,1,0
6429,3hr,1,0
6430,tym,2,0
6431,dieback,1,0
6432,endit,1,0
6433,minecon,1,0
6434,sere,1,0
6435,joerin,1,0
6436,joshan,1,0
6437,tandem,1,0
6438,ligao,1,0
6439,albay,1,0
6440,bcyc,1,0
6441,lnh,1,0
6442,sat,1,0
6443,honorari,1,0
6444,alac,1,0
6445,skelo_ghost,1,0
6446,madadagdagan,1,0
6447,bmc,1,0
6448,11:11,2,0
6449,embarrass,1,0
6450,entropi,1,0
6451,evolut,2,0
6452,loop,1,0
6453,eva,1,0
6454,camden,1,0
6455,uhh,1,0
6456,scoup,1,0
6457,jren,1,0
6458,nuest,1,0
6459,lovelayyy,1,0
6460,kidney,1,0
6461,neuer,1,0
6462,spray,1,0
6463,donnae.strydom@westerncape.gov.za,1,0
6464,uni,1,0
6465,uff,1,0
6466,karhi,1,0
6467,thi,1,0
6468,juaquin,1,0
6469,v3nzor99,1,0
6470,shell,1,0
6471,heyi,1,0
6472,flavor,1,0
6473,thakyou,1,0
6474,beatriz,1,0
6475,cancel,1,0
6476,puff,1,0
6477,egg,2,0
6478,tart,1,0
6479,chai,1,0
6480,mtr,1,0
6481,alyssa,1,0
6482,rub,1,0
6483,tummi,1,0
6484,zelda,1,0
6485,ive,1,0
6486,🎂,1,0
6487,jiva,1,0
6488,🍹,1,0
6489,🍻,1,0
6490,mubbarak,1,0
6491,deborah,1,0
6492,coupon,1,0
6493,colourdeb,1,0
6494,purpl,1,0
6495,chippy',1,0
6496,vessel,1,0
6497,ps,2,0
6498,vintag,1,0
6499,✫,4,0
6500,˚,4,0
6501,·,4,0
6502,✵,4,0
6503,⊹,4,0
6504,1710,1,0
6505,gooffeanotter,1,0
6506,kiksex,1,0
6507,mugshot,1,0
6508,token,1,0
6509,maritimen,1,0
6510,rh,1,0
6511,tatton,1,0
6512,jump_julia,1,0
6513,malema,1,0
6514,fren,1,0
6515,nuf,1,0
6516,teas,1,0
6517,alien,2,0
6518,closer,1,0
6519,monitor,1,0
6520,kimmi,1,0
6521,channel',1,0
6522,planetbollywoodnew,1,0
6523,epi,1,0
6524,tricki,1,0
6525,be-shak,1,0
6526,chenoweth,1,0
6527,oodl,1,0
6528,hailey,1,0
6529,craźi,1,0
6530,sęxxxÿ,1,0
6531,cøôl,1,0
6532,runway,1,0
6533,gooodnight,1,0
6534,iv,1,0
6535,ri,1,0
6536,jayci,1,0
6537,karaok,1,0
6538,ltsw,1,0
6539,giant,1,0
6540,1709,1,0
6541,refus,1,0
6542,collagen,1,0
6543,2win,1,0
6544,hopetowin,1,0
6545,inventori,1,0
6546,loveforfood,1,0
6547,foodforthought,1,0
6548,thoughtfortheday,1,0
6549,carp,1,0
6550,diem,1,0
6551,nath,1,0
6552,ning,1,0
6553,although,1,0
6554,harm,1,0
6555,stormi,1,0
6556,sync,1,0
6557,devic,1,0
6558,mess,1,0
6559,nylon,1,0
6560,gvb,1,0
6561,cd,1,0
6562,mountain.titl,1,0
6563,unto,1,0
6564,theworldwouldchang,1,0
6565,categori,1,0
6566,mah,1,0
6567,panel,1,0
6568,i'am,1,0
6569,80-1,1,0
6570,1708,1,0
6571,neenkin,1,0
6572,masterpiec,1,0
6573,debit,1,0
6574,beagl,1,0
6575,♫,1,0
6576,feat,1,0
6577,charli,1,0
6578,puth,1,0
6579,wiz,1,0
6580,khalifa,1,0
6581,svu,1,0
6582,darker,1,0
6583,berni,1,0
6584,henri,1,0
6585,trap,1,0
6586,tommi,1,0
6587,vivian',1,0
6588,transpar,1,0
6589,bitcoin,1,0
6590,insight,1,0
6591,ping,1,0
6592,masquerad,1,0
6593,zorroreturm,1,0
6594,1707,1,0
6595,pk,1,0
6596,hay,1,0
6597,jacquelin,1,0
6598,passion,1,0
6599,full-fledg,1,0
6600,workplac,1,0
6601,venu,1,0
6602,lago,1,0
6603,luxord,1,0
6604,potato,1,0
6605,hundr,1,0
6606,cite,1,0
6607,academ,1,0
6608,pokiri,1,0
6609,1nenokkadin,1,0
6610,heritag,1,0
6611,wood,1,0
6612,beleaf,1,0
6613,spnfamili,1,0
6614,spn,1,0
6615,alwayskeepfight,1,0
6616,jaredpadalecki,1,0
6617,jensenackl,1,0
6618,peasant,2,0
6619,ahahha,1,0
6620,distant,1,0
6621,shout-out,1,0
6622,adulthood,1,0
6623,hopeless,0,2
6624,tmr,0,3
6625,:(,0,4571
6626,everyth,0,17
6627,kid,0,20
6628,section,0,3
6629,ikea,0,1
6630,cute,0,43
6631,shame,0,19
6632,i'm,0,343
6633,nearli,0,3
6634,19,0,8
6635,2,0,41
6636,month,0,23
6637,heart,0,27
6638,slide,0,1
6639,wast,0,5
6640,basket,0,1
6641,“,0,15
6642,hate,0,57
6643,japanes,0,4
6644,call,0,29
6645,bani,0,2
6646,”,0,11
6647,dang,0,2
6648,start,0,44
6649,next,0,40
6650,week,0,56
6651,work,0,133
6652,oh,0,92
6653,god,0,15
6654,babi,0,47
6655,face,0,20
6656,make,0,102
6657,smile,0,10
6658,neighbour,0,1
6659,motor,0,1
6660,ask,0,29
6661,said,0,33
6662,updat,0,11
6663,search,0,3
6664,sialan,0,1
6665,athabasca,0,2
6666,glacier,0,2
6667,1948,0,1
6668,:-(,0,493
6669,jasper,0,1
6670,jaspernationalpark,0,1
6671,alberta,0,1
6672,explorealberta,0,1
6673,…,0,16
6674,realli,0,131
6675,good,0,101
6676,g,0,8
6677,idea,0,10
6678,never,0,57
6679,go,0,224
6680,meet,0,31
6681,mare,0,1
6682,ivan,0,1
6683,happi,0,25
6684,trip,0,11
6685,keep,0,34
6686,safe,0,5
6687,see,0,124
6688,soon,0,45
6689,tire,0,50
6690,hahahah,0,3
6691,knee,0,2
6692,replac,0,4
6693,get,0,232
6694,day,0,149
6695,ouch,0,3
6696,relat,0,2
6697,sweet,0,7
6698,n,0,21
6699,sour,0,2
6700,kind,0,11
6701,bi-polar,0,1
6702,peopl,0,75
6703,life,0,33
6704,...,0,331
6705,cuz,0,4
6706,full,0,16
6707,pleass,0,2
6708,im,0,129
6709,sure,0,31
6710,tho,0,28
6711,feel,0,158
6712,stupid,0,8
6713,can't,0,180
6714,seem,0,15
6715,grasp,0,1
6716,basic,0,2
6717,digit,0,8
6718,paint,0,3
6719,noth,0,26
6720,i'v,0,77
6721,research,0,1
6722,help,0,54
6723,lord,0,2
6724,lone,0,9
6725,someon,0,57
6726,talk,0,45
6727,guy,0,62
6728,girl,0,28
6729,assign,0,5
6730,project,0,3
6731,😩,0,14
6732,want,0,246
6733,play,0,48
6734,video,0,23
6735,game,0,28
6736,watch,0,77
6737,movi,0,24
6738,choreograph,0,1
6739,hard,0,35
6740,email,0,10
6741,link,0,12
6742,still,0,124
6743,say,0,63
6744,longer,0,12
6745,avail,0,13
6746,cri,0,46
6747,bc,0,50
6748,miss,0,301
6749,mingm,0,1
6750,much,0,139
6751,sorri,0,148
6752,mom,0,13
6753,far,0,18
6754,away,0,28
6755,we'r,0,30
6756,truli,0,5
6757,flight,0,6
6758,friend,0,39
6759,happen,0,51
6760,sad,0,123
6761,dog,0,17
6762,pee,0,2
6763,’,0,27
6764,bag,0,8
6765,take,0,49
6766,newwin,0,1
6767,15,0,10
6768,doushit,0,1
6769,late,0,27
6770,suck,0,23
6771,sick,0,43
6772,plan,0,17
6773,first,0,27
6774,gundam,0,1
6775,night,0,46
6776,nope,0,6
6777,dollar,0,1
6778,😭,0,29
6779,listen,0,18
6780,back,0,122
6781,old,0,16
6782,show,0,26
6783,know,0,131
6784,weird,0,10
6785,got,0,104
6786,u,0,193
6787,leav,0,42
6788,might,0,11
6789,give,0,36
6790,pale,0,2
6791,imit,0,1
6792,went,0,32
6793,sea,0,1
6794,massiv,0,4
6795,fuck,0,58
6796,rash,0,1
6797,bodi,0,12
6798,pain,0,21
6799,thing,0,52
6800,ever,0,30
6801,home,0,63
6802,hi,0,34
6803,absent,0,1
6804,gran,0,2
6805,knew,0,6
6806,care,0,20
6807,tell,0,26
6808,love,0,152
6809,wish,0,91
6810,would,0,70
6811,sequel,0,1
6812,busi,0,28
6813,sa,0,15
6814,school,0,32
6815,time,0,166
6816,yah,0,3
6817,xx,0,18
6818,ouucchhh,0,1
6819,one,0,148
6820,wisdom,0,2
6821,teeth,0,6
6822,come,0,91
6823,frighten,0,1
6824,case,0,6
6825,pret,0,1
6826,wkwkw,0,1
6827,verfi,0,1
6828,activ,0,6
6829,forget,0,8
6830,follow,0,262
6831,member,0,6
6832,thank,0,107
6833,join,0,8
6834,goodby,0,14
6835,´,0,4
6836,chain,0,1
6837,—,0,26
6838,sentir-s,0,1
6839,incompleta,0,1
6840,okay,0,38
6841,..,0,108
6842,wednesday,0,5
6843,marvel,0,1
6844,thwart,0,1
6845,awh,0,3
6846,what',0,15
6847,chanc,0,16
6848,zant,0,1
6849,need,0,106
6850,someth,0,28
6851,x,0,39
6852,when',0,1
6853,birthday,0,23
6854,worst,0,14
6855,part,0,11
6856,bad,0,73
6857,audraesar,0,1
6858,sushi,0,3
6859,pic,0,15
6860,tl,0,8
6861,drive,0,16
6862,craaazzyy,0,2
6863,pop,0,3
6864,like,0,228
6865,helium,0,1
6866,balloon,0,1
6867,climatechang,0,5
6868,cc,0,6
6869,california',0,1
6870,power,0,6
6871,influenti,0,1
6872,air,0,3
6873,pollut,0,1
6874,watchdog,0,1
6875,califor,0,1
6876,elhaida,0,1
6877,rob,0,2
6878,juri,0,1
6879,came,0,16
6880,10th,0,1
6881,televot,0,1
6882,idaho,0,2
6883,restrict,0,2
6884,fish,0,2
6885,despit,0,2
6886,region,0,2
6887,drought-link,0,1
6888,die-of,0,1
6889,abrupt,0,1
6890,climat,0,1
6891,chang,0,27
6892,may,0,16
6893,doom,0,2
6894,mammoth,0,1
6895,megafauna,0,1
6896,sc,0,3
6897,australia',0,1
6898,dirtiest,0,2
6899,station,0,3
6900,consid,0,5
6901,clean,0,6
6902,energi,0,3
6903,biomass,0,1
6904,ain't,0,5
6905,easi,0,6
6906,green,0,7
6907,golf,0,1
6908,cours,0,7
6909,california,0,1
6910,ulti,0,1
6911,well,0,56
6912,mine,0,12
6913,gonna,0,51
6914,sexi,0,14
6915,prexi,0,1
6916,kindergarten,0,1
6917,hungri,0,19
6918,cant,0,47
6919,find,0,53
6920,book,0,20
6921,sane,0,1
6922,liter,0,15
6923,three,0,7
6924,loung,0,1
6925,event,0,4
6926,turn,0,17
6927,boss,0,5
6928,hozier,0,1
6929,that',0,61
6930,true,0,22
6931,soooner,0,1
6932,ahh,0,7
6933,fam,0,3
6934,respectlost,0,1
6935,hypercholesteloremia,0,1
6936,ok,0,33
6937,look,0,100
6938,gift,0,11
6939,calibraska,0,1
6940,actual,0,24
6941,genuin,0,2
6942,contend,0,1
6943,head,0,23
6944,alway,0,56
6945,hurt,0,41
6946,stay,0,24
6947,lmao,0,13
6948,older,0,5
6949,sound,0,19
6950,upset,0,11
6951,infinit,0,10
6952,ao,0,1
6953,stick,0,1
6954,8th,0,1
6955,either,0,13
6956,seriou,0,8
6957,yun,0,1
6958,eh,0,4
6959,room,0,11
6960,way,0,42
6961,hot,0,15
6962,havent,0,11
6963,found,0,11
6964,handsom,0,2
6965,jack,0,3
6966,draw,0,2
6967,shit,0,36
6968,cut,0,14
6969,encor,0,4
6970,4thwin,0,4
6971,baymax,0,1
6972,french,0,4
6973,mixer,0,1
6974,💜,0,6
6975,wft,0,1
6976,awesom,0,5
6977,replay,0,1
6978,parti,0,15
6979,promot,0,3
6980,music,0,16
6981,bank,0,9
6982,short,0,11
6983,boy,0,18
6984,order,0,16
6985,receiv,0,7
6986,hub,0,1
6987,nearest,0,1
6988,deliv,0,3
6989,today,0,108
6990,1/2,0,3
6991,mum,0,14
6992,loud,0,2
6993,final,0,35
6994,parasyt,0,1
6995,alll,0,1
6996,zayniscomingbackonjuli,0,23
6997,26,0,24
6998,bye,0,8
6999,era,0,1
7000,。,0,3
7001,ω,0,1
7002,」,0,2
7003,∠,0,2
7004,):,0,6
7005,nathann,0,1
7006,💕,0,7
7007,hug,0,29
7008,😊,0,9
7009,beauti,0,11
7010,dieididieieiei,0,1
7011,stage,0,15
7012,mean,0,43
7013,hello,0,13
7014,lion,0,3
7015,think,0,75
7016,screw,0,4
7017,netflix,0,5
7018,chill,0,7
7019,di,0,7
7020,ervin,0,1
7021,ohh,0,8
7022,yeah,0,41
7023,hope,0,102
7024,accept,0,2
7025,offer,0,10
7026,desper,0,2
7027,year,0,46
7028,snapchat,0,79
7029,amargolonnard,0,2
7030,kikhorni,0,13
7031,snapm,0,4
7032,tagsforlik,0,5
7033,batalladelosgallo,0,2
7034,webcamsex,0,4
7035,ugh,0,26
7036,stream,0,24
7037,duti,0,3
7038,u'v,0,1
7039,gone,0,24
7040,alien,0,1
7041,aww,0,21
7042,wanna,0,94
7043,sorka,0,1
7044,funer,0,4
7045,text,0,15
7046,phone,0,34
7047,sunni,0,1
7048,nonexist,0,1
7049,wowza,0,1
7050,fah,0,1
7051,taylor,0,3
7052,crop,0,1
7053,boo,0,5
7054,count,0,7
7055,new,0,51
7056,guitar,0,1
7057,jonghyun,0,1
7058,hyung,0,1
7059,pleas,0,275
7060,predict,0,2
7061,sj,0,3
7062,nomin,0,1
7063,vs,0,4
7064,pl,0,45
7065,dude,0,12
7066,calm,0,3
7067,brace,0,5
7068,sir,0,5
7069,plu,0,4
7070,4,0,18
7071,shock,0,3
7072,omggg,0,2
7073,yall,0,4
7074,deserv,0,8
7075,whenev,0,3
7076,spend,0,8
7077,smoke,0,3
7078,end,0,40
7079,fall,0,16
7080,asleep,0,25
7081,1,0,26
7082,point,0,14
7083,close,0,20
7084,grand,0,1
7085,whyyi,0,7
7086,long,0,38
7087,must,0,15
7088,annoy,0,11
7089,evan,0,1
7090,option,0,3
7091,opt,0,1
7092,who',0,7
7093,giveaway,0,3
7094,muster,0,1
7095,merch,0,4
7096,ah,0,18
7097,funni,0,6
7098,drink,0,7
7099,savanna,0,1
7100,straw,0,1
7101,ignor,0,16
7102,yester,0,1
7103,afternoon,0,3
7104,sleep,0,90
7105,ye,0,48
7106,sadli,0,11
7107,when,0,2
7108,album,0,16
7109,last,0,72
7110,chocol,0,8
7111,consum,0,1
7112,werk,0,1
7113,morn,0,31
7114,foreal,0,1
7115,wesen,0,1
7116,uwes,0,1
7117,mj,0,1
7118,😂,0,24
7119,catch,0,9
7120,onlin,0,20
7121,enough,0,24
7122,haha,0,30
7123,he',0,23
7124,bosen,0,1
7125,die,0,21
7126,egg,0,4
7127,benni,0,1
7128,sometim,0,16
7129,followback,0,6
7130,huhu,0,17
7131,understand,0,15
7132,badli,0,12
7133,scare,0,16
7134,>:(,0,47
7135,al,0,4
7136,kati,0,3
7137,zaz,0,1
7138,ami,0,2
7139,lot,0,27
7140,diari,0,1
7141,read,0,20
7142,rehash,0,1
7143,websit,0,7
7144,mushroom,0,1
7145,piec,0,4
7146,except,0,5
7147,reach,0,3
7148,anyway,0,12
7149,vicki,0,1
7150,omg,0,63
7151,wtf,0,13
7152,lip,0,3
7153,virgin,0,2
7154,your,0,8
7155,45,0,1
7156,hahah,0,6
7157,ninasti,0,1
7158,tsktsk,0,1
7159,oppa,0,4
7160,wont,0,9
7161,dick,0,5
7162,kawaii,0,1
7163,manli,0,1
7164,xbox,0,3
7165,alreadi,0,52
7166,comfi,0,1
7167,bed,0,12
7168,youu,0,2
7169,sigh,0,13
7170,lol,0,43
7171,potato,0,1
7172,fri,0,7
7173,guess,0,14
7174,y'all,0,2
7175,ugli,0,9
7176,asf,0,1
7177,huh,0,7
7178,eish,0,1
7179,ive,0,11
7180,quit,0,9
7181,lost,0,25
7182,twitter,0,30
7183,mojo,0,1
7184,dont,0,53
7185,mara,0,1
7186,neh,0,2
7187,fever,0,7
7188,<3,0,25
7189,poor,0,35
7190,bb,0,7
7191,abl,0,22
7192,associ,0,1
7193,councillor,0,1
7194,confer,0,2
7195,weekend,0,25
7196,skype,0,6
7197,account,0,20
7198,hack,0,8
7199,contact,0,7
7200,creat,0,2
7201,tweet,0,35
7202,spree,0,4
7203,na,0,29
7204,sholong,0,1
7205,reject,0,7
7206,propos,0,2
7207,gee,0,1
7208,fli,0,10
7209,gidi,0,1
7210,pamper,0,1
7211,lago,0,1
7212,ehn,0,1
7213,arrest,0,1
7214,girlfriend,0,2
7215,he,0,3
7216,nice,0,19
7217,person,0,15
7218,idk,0,26
7219,anybodi,0,7
7220,song,0,27
7221,disappear,0,1
7222,itun,0,3
7223,daze,0,1
7224,confus,0,8
7225,surviv,0,5
7226,fragment,0,1
7227,would'v,0,2
7228,forc,0,2
7229,horribl,0,9
7230,weather,0,29
7231,us,0,43
7232,could,0,69
7233,walao,0,1
7234,kb,0,1
7235,send,0,12
7236,ill,0,16
7237,djderek,0,1
7238,mani,0,29
7239,fun,0,32
7240,gig,0,3
7241,absolut,0,6
7242,legend,0,3
7243,wait,0,43
7244,till,0,8
7245,saturday,0,10
7246,homework,0,2
7247,pa,0,8
7248,made,0,23
7249,da,0,5
7250,greek,0,2
7251,tragedi,0,1
7252,rain,0,43
7253,gym,0,6
7254,💪,0,2
7255,🏻,0,4
7256,🐒,0,1
7257,what,0,8
7258,wrong,0,33
7259,struck,0,1
7260,anymor,0,20
7261,belgium,0,4
7262,fabian,0,2
7263,delph,0,6
7264,fallen,0,3
7265,hide,0,4
7266,drake,0,1
7267,silent,0,1
7268,hear,0,33
7269,rest,0,21
7270,peac,0,5
7271,mo,0,4
7272,tonight,0,24
7273,t20blast,0,1
7274,ahhh,0,5
7275,wake,0,21
7276,mumma,0,2
7277,7,0,16
7278,dead,0,10
7279,tomorrow,0,34
7280,i'll,0,41
7281,high,0,8
7282,low,0,8
7283,pray,0,13
7284,appropri,0,1
7285,. . .,0,2
7286,awak,0,10
7287,woke,0,14
7288,upp,0,1
7289,dm,0,23
7290,luke,0,6
7291,hey,0,26
7292,babe,0,19
7293,across,0,4
7294,hindi,0,1
7295,reaction,0,1
7296,5s,0,1
7297,run,0,15
7298,space,0,5
7299,tbh,0,14
7300,disabl,0,2
7301,pension,0,1
7302,ptsd,0,1
7303,imposs,0,4
7304,physic,0,7
7305,financi,0,2
7306,nooo,0,16
7307,broke,0,9
7308,soo,0,3
7309,amaz,0,16
7310,toghet,0,1
7311,around,0,20
7312,p,0,5
7313,hold,0,9
7314,anoth,0,27
7315,septemb,0,2
7316,21st,0,2
7317,snsd,0,2
7318,interact,0,2
7319,anna,0,5
7320,akana,0,1
7321,askip,0,1
7322,t'exist,0,1
7323,channel,0,6
7324,owner,0,1
7325,decid,0,10
7326,broadcast,0,6
7327,kei,0,2
7328,rate,0,4
7329,se,0,2
7330,notic,0,26
7331,exist,0,2
7332,traffic,0,5
7333,terribl,0,12
7334,eye,0,12
7335,small,0,9
7336,kate,0,2
7337,spade,0,1
7338,pero,0,3
7339,walang,0,1
7340,maganda,0,1
7341,aw,0,42
7342,seen,0,23
7343,agesss,0,1
7344,add,0,26
7345,corinehurleigh,0,1
7346,snapchatm,0,6
7347,instagram,0,4
7348,addmeonsnapchat,0,2
7349,sf,0,3
7350,quot,0,6
7351,kiksext,0,6
7352,bum,0,2
7353,zara,0,1
7354,trouser,0,1
7355,effect,0,4
7356,spanish,0,1
7357,it'okay,0,1
7358,health,0,2
7359,luck,0,6
7360,freed,0,1
7361,rock,0,3
7362,orcalov,0,1
7363,tri,0,65
7364,big,0,21
7365,cuddl,0,8
7366,lew,0,1
7367,kiss,0,4
7368,em,0,1
7369,crave,0,8
7370,banana,0,4
7371,crumbl,0,1
7372,mcflurri,0,1
7373,cabl,0,1
7374,car,0,17
7375,brother,0,10
7376,venus',0,1
7377,concept,0,4
7378,rli,0,5
7379,tea,0,7
7380,tagal,0,2
7381,we'v,0,3
7382,appoint,0,1
7383,i'd,0,11
7384,sinc,0,35
7385,there',0,18
7386,milk,0,3
7387,left,0,26
7388,cereal,0,2
7389,film,0,6
7390,date,0,7
7391,previou,0,2
7392,73,0,2
7393,user,0,1
7394,everywher,0,6
7395,fansign,0,1
7396,photo,0,15
7397,expens,0,7
7398,zzzz,0,1
7399,let,0,37
7400,sun,0,10
7401,yet,0,33
7402,bff',0,1
7403,extrem,0,3
7404,stress,0,10
7405,anyth,0,19
7406,win,0,27
7407,deosn't,0,1
7408,liverpool,0,2
7409,pool,0,3
7410,though,0,57
7411,bro,0,3
7412,great,0,22
7413,news,0,21
7414,self,0,1
7415,esteem,0,1
7416,lowest,0,1
7417,better,0,36
7418,tacki,0,1
7419,taken,0,9
7420,man,0,32
7421,lucki,0,16
7422,charm,0,1
7423,haaretz,0,1
7424,israel,0,1
7425,syria,0,2
7426,continu,0,1
7427,develop,0,5
7428,chemic,0,1
7429,weapon,0,2
7430,offici,0,3
7431,wsj,0,2
7432,rep,0,1
7433,bt,0,4
7434,mr,0,9
7435,wong,0,1
7436,confisc,0,1
7437,art,0,4
7438,thought,0,31
7439,icepack,0,1
7440,dose,0,2
7441,killer,0,2
7442,board,0,1
7443,whimper,0,1
7444,fan,0,17
7445,senpai,0,1
7446,buttsex,0,1
7447,joke,0,8
7448,headlin,0,1
7449,dn't,0,1
7450,brk,0,1
7451,:'(,0,13
7452,hit,0,7
7453,voic,0,9
7454,falsetto,0,1
7455,zone,0,2
7456,leannerin,0,1
7457,hornykik,0,17
7458,loveofmylif,0,2
7459,dmme,0,2
7460,pussi,0,2
7461,newmus,0,3
7462,sexo,0,2
7463,s2,0,1
7464,spain,0,4
7465,delay,0,5
7466,kill,0,22
7467,singl,0,10
7468,untruth,0,1
7469,cross,0,4
7470,countri,0,6
7471,ij,0,1
7472,💥,0,1
7473,✨,0,1
7474,💫,0,1
7475,bear,0,2
7476,littl,0,21
7477,apart,0,7
7478,live,0,37
7479,soshi,0,1
7480,didnt,0,24
7481,buttt,0,2
7482,congrat,0,2
7483,sunday,0,8
7484,friday,0,12
7485,shoulda,0,1
7486,move,0,12
7487,w,0,22
7488,caus,0,16
7489,they'r,0,14
7490,heyyy,0,1
7491,yeol,0,2
7492,solo,0,6
7493,dancee,0,1
7494,inter,0,1
7495,nemanja,0,1
7496,vidic,0,1
7497,roma,0,1
7498,mom',0,2
7499,linguist,0,1
7500,dad',0,1
7501,comput,0,6
7502,scientist,0,1
7503,dumbest,0,1
7504,famili,0,9
7505,broken,0,11
7506,ice,0,35
7507,cream,0,32
7508,pour,0,1
7509,crash,0,6
7510,scienc,0,1
7511,resourc,0,1
7512,vehicl,0,5
7513,ate,0,10
7514,ayex,0,1
7515,eat,0,27
7516,swear,0,6
7517,lamon,0,1
7518,scroll,0,1
7519,curv,0,2
7520,😉,0,1
7521,cement,0,1
7522,cast,0,5
7523,10.3,0,1
7524,k,0,9
7525,sign,0,9
7526,zayn,0,8
7527,bot,0,1
7528,plz,0,3
7529,mention,0,9
7530,jmu,0,1
7531,camp,0,7
7532,teas,0,3
7533,sweetest,0,1
7534,awuna,0,1
7535,mbulelo,0,1
7536,match,0,7
7537,pig,0,2
7538,although,0,5
7539,crackl,0,1
7540,nois,0,3
7541,plug,0,2
7542,fuse,0,1
7543,dammit,0,3
7544,tip,0,2
7545,carlton,0,2
7546,aflblueshawk,0,2
7547,alex',0,1
7548,hous,0,16
7549,motorsport,0,1
7550,seri,0,3
7551,disc,0,1
7552,right,0,51
7553,cheeki,0,1
7554,j,0,1
7555,instead,0,4
7556,seo,0,1
7557,nl,0,1
7558,bud,0,1
7559,christi,0,1
7560,xo,0,1
7561,niec,0,1
7562,summer,0,19
7563,bloodi,0,2
7564,sandwhich,0,1
7565,buset,0,1
7566,discrimin,0,4
7567,five,0,5
7568,learn,0,5
7569,pregnanc,0,2
7570,foot,0,5
7571,f,0,4
7572,matern,0,1
7573,kick,0,6
7574,domesticviol,0,1
7575,law,0,4
7576,domest,0,1
7577,violenc,0,2
7578,victim,0,4
7579,98fm,0,1
7580,exactli,0,5
7581,unfortun,0,21
7582,yesterday,0,13
7583,uk,0,9
7584,govern,0,1
7585,sapiosexu,0,1
7586,damn,0,29
7587,beta,0,4
7588,12,0,8
7589,hour,0,35
7590,world,0,17
7591,hulk,0,3
7592,hogan,0,3
7593,scrub,0,1
7594,wwe,0,2
7595,histori,0,2
7596,iren,0,4
7597,mistak,0,6
7598,naa,0,1
7599,sold,0,6
7600,h_my_k,0,1
7601,lose,0,7
7602,valentin,0,2
7603,et,0,3
7604,r'ship,0,1
7605,btwn,0,1
7606,homo,0,2
7607,biphob,0,2
7608,comment,0,4
7609,certain,0,6
7610,disciplin,0,2
7611,incl,0,2
7612,european,0,3
7613,lang,0,6
7614,lit,0,2
7615,educ,0,2
7616,fresherstofin,0,1
7617,💔,0,3
7618,dream,0,24
7619,gettin,0,2
7620,realist,0,4
7621,thx,0,1
7622,real,0,21
7623,isnt,0,7
7624,prefer,0,4
7625,benzema,0,2
7626,hahahahahaah,0,1
7627,donno,0,1
7628,korean,0,2
7629,languag,0,5
7630,russian,0,2
7631,waaa,0,1
7632,eidwithgrof,0,1
7633,boreddd,0,1
7634,mug,0,3
7635,piss,0,3
7636,tiddler,0,1
7637,silli,0,2
7638,least,0,15
7639,card,0,7
7640,chorong,0,1
7641,leader,0,1
7642,에이핑크,0,3
7643,더쇼,0,4
7644,clan,0,1
7645,slot,0,2
7646,open,0,16
7647,pfff,0,1
7648,privat,0,2
7649,bugbounti,0,1
7650,self-xss,0,1
7651,host,0,2
7652,header,0,3
7653,poison,0,3
7654,code,0,8
7655,execut,0,1
7656,ktksbye,0,1
7657,connect,0,3
7658,compani,0,3
7659,alert,0,2
7660,cancel,0,10
7661,uber,0,3
7662,everyon,0,26
